01/13/2016                                                                                                                                                       routing check for SNP                                                                                                                                                          1
routing check for SNP
Material	Group	Act	Ctrl	    StdVal	Base Quantity	Unit	phas	Plnt	Valid From	Task list description	Usage	DeID	DelFg	GrC	Stat	Work ctr	Operation short text	Un	T	Created	Created by	Seq.	Relevancy to Costing Indicator	Subcontr.	Info rec.	POrg	Cost Elem.	Old task list no.	ActTyp	B	GrC	Fld key	ActTyp	StdVal	Unit
35577D17-AUTU35A	50380599	0020	PP01	        1	       1,000	S	A	ATK5	01/01/2008	ATK5-35577D17-AUTU35A	1			1	4	DUMMY	ASSEMBLY	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35A	50380599	0100	ZP04	        0	       1,000	MIN	A	ATK5	01/01/2008	ATK5-35577D17-AUTU35A	1			1	4		Assembly	EA	N	11/08/2012	MARJMAND	0	X		5500096337	CPO1	650070				1				
35577D17-AUTU35A	50380600	0010	PP01	      100	       1,000	MIN	A	LNG5	01/01/2008	LNG5-35577D17-AUTU35A	1			1	4	AUTACU	ASSEMBLY	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35A	50380600	0020	PP01	        1	       1,000	S	A	LNG5	01/01/2008	LNG5-35577D17-AUTU35A	1			1	4	DUMMY	ASSEMBLY	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35A	50380600	0100	ZP04	        0	       1,000	MIN	A	LNG5	01/01/2008	LNG5-35577D17-AUTU35A	1			1	4		Assembly	EA	N	11/08/2012	MARJMAND	0	X		5500095437	CPO1	650070				1				
35577D17-AUTU35F	50380602	0010	PP01	       10	       1,000	MIN	F	LNG5	01/01/2008	LNG5-35577D17-AUTU35F	1			1	4	FGF	FINISHING	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35F	50380602	0020	PP01	        1	       1,000	S	F	LNG5	01/01/2008	LNG5-35577D17-AUTU35F	1			1	4	DUMMY	FINISHING	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35F	50380602	0100	ZP03	        0	       1,000	MIN	F	LNG5	01/01/2008	LNG5-35577D17-AUTU35F	1			1	4		No Tape & Reel	EA	N	11/08/2012	MARJMAND	0	X								1				
35577D17-AUTU35F	50442112	0010	ZP01	       10	       1,000	MIN	F	ASE9	01/01/2008	ASE9-35577D17-AUTU35F	1			1	4	FGF	FINISHING	EA	N	08/19/2014	AGANESH	0									1				
35577D17-AUTU35F	50442112	0020	ZP01	        1	       1,000	S	F	ASE9	01/01/2008	ASE9-35577D17-AUTU35F	1			1	4	DUMMY	FINISHING	EA	N	08/19/2014	AGANESH	0									1				
35577D17-AUTU35F	50442112	0100	ZP03		       1,000		F	ASE9	01/01/2008	ASE9-35577D17-AUTU35F	1			1	4		FINISHING	EA	N	08/19/2014	AGANESH	0	X								1				
35577D17-AUTU35F	50452214	0010	ZP01	       10	       1,000	MIN	F	ATK5	01/01/2008	ATK5-35577D17-AUTU35F	1			1	4	FGF	FINISHING	EA	N	11/07/2014	AGANESH	0									1				
35577D17-AUTU35F	50452214	0020	ZP01	        1	       1,000	S	F	ATK5	01/01/2008	ATK5-35577D17-AUTU35F	1			1	4	DUMMY	FINISHING	EA	N	11/07/2014	AGANESH	0									1				
35577D17-AUTU35F	50452214	0100	ZP03		       1,000		F	ATK5	01/01/2008	ATK5-35577D17-AUTU35F	1			1	4		FINISHING	EA	N	11/07/2014	AGANESH	0	X								1				
35577D17-AUTU35T	50380603	0010	ZP01	      1.0	       8,290	HR	T	ATK5	01/01/2008	ATK5-35577D17-AUTU35T	1			1	4	SVM1032T	UNIT BASED	EA	N	11/08/2012	MARJMAND	0									1	UNIT			
35577D17-AUTU35T	50380603	0020	PP01	        1	       1,000	S	T	ATK5	01/01/2008	ATK5-35577D17-AUTU35T	1			1	4	DUMMY	TEST	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35T	50380603	0100	ZP04	        0	       1,000	MIN	T	ATK5	01/01/2008	ATK5-35577D17-AUTU35T	1			1	4		Final Test	EA	N	11/08/2012	MARJMAND	0	X		5500080525	CPO1	650071				1				
35577D17-AUTU35T	50380604	0010	ZP01	      1.0	       7,405	HR	T	LNG5	01/01/2008	LNG5-35577D17-AUTU35T	1			1	4	SVM1012T	TEST	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35T	50380604	0020	ZP01	      1.0	       7,405	HR	T	LNG5	01/01/2008	LNG5-35577D17-AUTU35T	1			1	4	SVM1014T	TEST	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35T	50380604	0030	ZP01	        1	       1,000	S	T	LNG5	01/01/2008	LNG5-35577D17-AUTU35T	1			1	4	DUMMY	TEST	EA	N	11/08/2012	MARJMAND	0									1				
35577D17-AUTU35T	50380604	0100	ZP04	        0	       1,000	MIN	T	LNG5	01/01/2008	LNG5-35577D17-AUTU35T	1			1	4		Final Test	EA	N	11/08/2012	MARJMAND	0	X		5500070226	CPO1	650071				1				
35577D17P	50250404	0010	PP01	      100	       1,000	MIN	P	ACP5	01/01/2008	ACP2-35577D17P	1			1	4	SORTP	PROBE	EA	N	11/22/2010	SCONRAD	0									1				
35577D17P	50250404	0020	PP01	        1	       1,000	S	P	ACP5	01/01/2008	ACP2-35577D17P	1			1	4	DUMMY	PROBE	EA	N	11/22/2010	SCONRAD	0									1				
35577D17P	50250404	0100	ZP03	    1.406	       1,000	HR	P	ACP5	01/01/2008	ACP2-35577D17P	1			1	4	ACP563	PROBE	EA	N	11/22/2010	SCONRAD	0	X								1		ACP563		
35577D17P	50323554	0010	PP01	      100	       1,000	MIN	P	CSO1	01/01/2008	CSO1-35577D17P	1			1	4	SORTP	PROBE	EA	N	01/18/2011	MGRAY	0									1				
35577D17P	50323554	0020	ZP01	      100	       1,000	MIN	P	CSO1	01/01/2008	CSO1-35577D17P	1			1	4	SORTOP	PROBE	EA	N	01/18/2011	MGRAY	0									1				
35577D17P	50323554	0030	ZP01	        1	       1,000	S	P	CSO1	01/01/2008	CSO1-35577D17P	1			1	4	DUMMY	PROBE	EA	N	01/18/2011	MGRAY	0									1				
35577D17P	50323554	0100	ZP03	    1.406	       1,000	HR	P	CSO1	01/01/2008	CSO1-35577D17P	1			1	4	CSO171	PROBE	EA	N	01/18/2011	MGRAY	0	X								1		CSO171		
35577D17-ZVYU11A	50250403	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC2-35577D17-ZVYU11A	1			1	4	ZVYA	ASSEMBLY	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-ZVYU11A	50250403	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC2-35577D17-ZVYU11A	1			1	4	DUMMY	ASSEMBLY	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-ZVYU11A	50250403	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC2-35577D17-ZVYU11A	1			1	4		Assembly	EA	N	11/22/2010	SCONRAD	0	X		5500094030	CPO1	650070				1				
35577D17-ZVYU11F	50268079	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D17-ZVYU11F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-ZVYU11F	50268079	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC2-35577D17-ZVYU11F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-ZVYU11F	50268079	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D17-ZVYU11F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500078100	CPO1	650072				1				
35577D17-ZVYU11T	50286338	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D17-ZVYU11T	1			1	4	ZVYT	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D17-ZVYU11T	50286338	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC2-35577D17-ZVYU11T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-ZVYU11T	50286338	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D17-ZVYU11T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500085632	CPO1	650071				1				
35577D17-ZVYU12A	50322592	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU12A	1			1	4	ZVYA	ASSEMBLY	EA	N	01/06/2011	BPENUMAKA	0									1				
35577D17-ZVYU12A	50322592	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU12A	1			1	4	DUMMY	ASSEMBLY	EA	N	01/06/2011	BPENUMAKA	0									1				
35577D17-ZVYU12A	50322592	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU12A	1			1	4		Assembly	EA	N	01/06/2011	BPENUMAKA	0	X		5500094031	CPO1	650070				1				
35577D17-ZVYU12F	50322593	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU12F	1			1	4	FGF	FINISHING	EA	N	01/06/2011	BPENUMAKA	0									1				
35577D17-ZVYU12F	50322593	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU12F	1			1	4	DUMMY	FINISHING	EA	N	01/06/2011	BPENUMAKA	0									1				
35577D17-ZVYU12F	50322593	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU12F	1			1	4		Tape & Reel	EA	N	01/06/2011	BPENUMAKA	0	X		5500078101	CPO1	650072				1				
35577D17-ZVYU12T	50322594	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU12T	1			1	4	ZVYT	UNIT BASED	EA	N	01/06/2011	BPENUMAKA	0									1	UNIT			
35577D17-ZVYU12T	50322594	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU12T	1			1	4	DUMMY	TEST	EA	N	01/06/2011	BPENUMAKA	0									1				
35577D17-ZVYU12T	50322594	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU12T	1			1	4		Final Test	EA	N	01/06/2011	BPENUMAKA	0	X		5500085633	CPO1	650071				1				
35577D17-ZVYU13A	50325531	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU13A	1			1	4	ZVYA	ASSEMBLY	EA	N	02/01/2011	BPENUMAKA	0									1				
35577D17-ZVYU13A	50325531	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU13A	1			1	4	DUMMY	ASSEMBLY	EA	N	02/01/2011	BPENUMAKA	0									1				
35577D17-ZVYU13A	50325531	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU13A	1			1	4		Assembly	EA	N	02/01/2011	BPENUMAKA	0	X		5500094032	CPO1	650070				1				
35577D17-ZVYU13F	50325532	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU13F	1			1	4	FGF	FINISHING	EA	N	02/01/2011	BPENUMAKA	0									1				
35577D17-ZVYU13F	50325532	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU13F	1			1	4	DUMMY	FINISHING	EA	N	02/01/2011	BPENUMAKA	0									1				
35577D17-ZVYU13F	50325532	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU13F	1			1	4		Tape & Reel	EA	N	02/01/2011	BPENUMAKA	0	X		5500078102	CPO1	650072				1				
35577D17-ZVYU13T	50325533	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU13T	1			1	4	ZVYT	UNIT BASED	EA	N	02/01/2011	BPENUMAKA	0									1	UNIT			
35577D17-ZVYU13T	50325533	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU13T	1			1	4	DUMMY	TEST	EA	N	02/01/2011	BPENUMAKA	0									1				
35577D17-ZVYU13T	50325533	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU13T	1			1	4		Final Test	EA	N	02/01/2011	BPENUMAKA	0	X		5500085634	CPO1	650071				1				
35577D17-ZVYU15A	50375150	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU15A	1			1	4	ZVYACU	ASSEMBLY	EA	N	09/05/2012	AGANESH	0									1				
35577D17-ZVYU15A	50375150	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU15A	1			1	4	DUMMY	ASSEMBLY	EA	N	09/05/2012	AGANESH	0									1				
35577D17-ZVYU15A	50375150	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU15A	1			1	4		Assembly	EA	N	09/05/2012	AGANESH	0	X		5500094033	CPO1	650070				1				
35577D17-ZVYU15F	50375151	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU15F	1			1	4	FGF	FINISHING	EA	N	09/05/2012	AGANESH	0									1				
35577D17-ZVYU15F	50375151	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU15F	1			1	4	DUMMY	FINISHING	EA	N	09/05/2012	AGANESH	0									1				
35577D17-ZVYU15F	50375151	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU15F	1			1	4		Tape & Reel	EA	N	09/05/2012	AGANESH	0	X		5500078103	CPO1	650072				1				
35577D17-ZVYU15T	50375152	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU15T	1			1	4	ZVYT	UNIT BASED	EA	N	09/05/2012	AGANESH	0									1	UNIT			
35577D17-ZVYU15T	50375152	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU15T	1			1	4	DUMMY	TEST	EA	N	09/05/2012	AGANESH	0									1				
35577D17-ZVYU15T	50375152	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU15T	1			1	4		Final Test	EA	N	09/05/2012	AGANESH	0	X		5500085635	CPO1	650071				1				
35577D17-ZVYU18A	50375322	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU18A	1			1	4	ZVYACU	ASSEMBLY	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU18A	50375322	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU18A	1			1	4	DUMMY	ASSEMBLY	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU18A	50375322	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU18A	1			1	4		Assembly	EA	N	09/06/2012	AGANESH	0	X		5500094034	CPO1	650070				1				
35577D17-ZVYU18F	50375323	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU18F	1			1	4	FGF	FINISHING	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU18F	50375323	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU18F	1			1	4	DUMMY	FINISHING	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU18F	50375323	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU18F	1			1	4		Tape & Reel	EA	N	09/06/2012	AGANESH	0	X		5500078104	CPO1	650072				1				
35577D17-ZVYU18T	50375324	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU18T	1			1	4	ZVYT	UNIT BASED	EA	N	09/06/2012	AGANESH	0									1	UNIT			
35577D17-ZVYU18T	50375324	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU18T	1			1	4	DUMMY	TEST	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU18T	50375324	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU18T	1			1	4		Final Test	EA	N	09/06/2012	AGANESH	0	X		5500085636	CPO1	650071				1				
35577D17-ZVYU19A	50375231	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU19A	1			1	4	ZVYACU	ASSEMBLY	EA	N	09/05/2012	BPENUMAKA	0									1				
35577D17-ZVYU19A	50375231	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU19A	1			1	4	DUMMY	ASSEMBLY	EA	N	09/05/2012	BPENUMAKA	0									1				
35577D17-ZVYU19A	50375231	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU19A	1			1	4		Assembly	EA	N	09/05/2012	BPENUMAKA	0	X		5500094035	CPO1	650070				1				
35577D17-ZVYU19F	50375232	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU19F	1			1	4	FGF	FINISHING	EA	N	09/05/2012	BPENUMAKA	0									1				
35577D17-ZVYU19F	50375232	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU19F	1			1	4	DUMMY	FINISHING	EA	N	09/05/2012	BPENUMAKA	0									1				
35577D17-ZVYU19F	50375232	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU19F	1			1	4		Tape & Reel	EA	N	09/05/2012	BPENUMAKA	0	X		5500078105	CPO1	650072				1				
35577D17-ZVYU19F	50426891	0010	ZP01	       10	       1,000	MIN	F	ACP5	01/01/2008	ACP5-35577D17-ZVYU19F	1			1	4	FGF	FINISHING	EA	N	03/28/2014	SCONRAD	0									1				
35577D17-ZVYU19F	50426891	0020	ZP01	        1	       1,000	S	F	ACP5	01/01/2008	ACP5-35577D17-ZVYU19F	1			1	4	DUMMY	FINISHING	EA	N	03/28/2014	SCONRAD	0									1				
35577D17-ZVYU19F	50426891	0100	ZP03	        0	       1,000	MIN	F	ACP5	01/01/2008	ACP5-35577D17-ZVYU19F	1			1	4	NCFIN	FINISHING	EA	N	03/28/2014	SCONRAD	0	X								1				
35577D17-ZVYU19T	50375233	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU19T	1			1	4	ZVYT	UNIT BASED	EA	N	09/05/2012	BPENUMAKA	0									1	UNIT			
35577D17-ZVYU19T	50375233	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU19T	1			1	4	DUMMY	TEST	EA	N	09/05/2012	BPENUMAKA	0									1				
35577D17-ZVYU19T	50375233	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU19T	1			1	4		Final Test	EA	N	09/05/2012	BPENUMAKA	0	X		5500085637	CPO1	650071				1				
35577D17-ZVYU20A	50375325	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU20A	1			1	4	ZVYACU	ASSEMBLY	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU20A	50375325	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU20A	1			1	4	DUMMY	ASSEMBLY	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU20A	50375325	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU20A	1			1	4		Assembly	EA	N	09/06/2012	AGANESH	0	X		5500094036	CPO1	650070				1				
35577D17-ZVYU20F	50375326	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU20F	1			1	4	FGF	FINISHING	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU20F	50375326	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU20F	1			1	4	DUMMY	FINISHING	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU20F	50375326	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU20F	1			1	4		Tape & Reel	EA	N	09/06/2012	AGANESH	0	X		5500078106	CPO1	650072				1				
35577D17-ZVYU20T	50375327	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU20T	1			1	4	ZVYT	UNIT BASED	EA	N	09/06/2012	AGANESH	0									1	UNIT			
35577D17-ZVYU20T	50375327	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU20T	1			1	4	DUMMY	TEST	EA	N	09/06/2012	AGANESH	0									1				
35577D17-ZVYU20T	50375327	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU20T	1			1	4		Final Test	EA	N	09/06/2012	AGANESH	0	X		5500085638	CPO1	650071				1				
35577D17-ZVYU21A	50375681	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU21A	1			1	4	ZVYACU	ASSEMBLY	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU21A	50375681	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU21A	1			1	4	DUMMY	ASSEMBLY	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU21A	50375681	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU21A	1			1	4		Assembly	EA	N	09/11/2012	MGRAY	0	X		5500094037	CPO1	650070				1				
35577D17-ZVYU21F	50375682	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU21F	1			1	4	FGF	FINISHING	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU21F	50375682	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU21F	1			1	4	DUMMY	FINISHING	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU21F	50375682	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU21F	1			1	4		Tape & Reel	EA	N	09/11/2012	MGRAY	0	X		5500078107	CPO1	650072				1				
35577D17-ZVYU21T	50375683	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU21T	1			1	4	ZVYT	UNIT BASED	EA	N	09/11/2012	MGRAY	0									1	UNIT			
35577D17-ZVYU21T	50375683	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU21T	1			1	4	DUMMY	TEST	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU21T	50375683	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU21T	1			1	4		Final Test	EA	N	09/11/2012	MGRAY	0	X		5500085639	CPO1	650071				1				
35577D17-ZVYU22A	50375684	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU22A	1			1	4	ZVYACU	ASSEMBLY	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU22A	50375684	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU22A	1			1	4	DUMMY	ASSEMBLY	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU22A	50375684	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU22A	1			1	4		Assembly	EA	N	09/11/2012	MGRAY	0	X		5500094038	CPO1	650070				1				
35577D17-ZVYU22F	50375685	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU22F	1			1	4	FGF	FINISHING	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU22F	50375685	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU22F	1			1	4	DUMMY	FINISHING	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU22F	50375685	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU22F	1			1	4		Tape & Reel	EA	N	09/11/2012	MGRAY	0	X		5500078108	CPO1	650072				1				
35577D17-ZVYU22T	50375686	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU22T	1			1	4	ZVYT	UNIT BASED	EA	N	09/11/2012	MGRAY	0									1	UNIT			
35577D17-ZVYU22T	50375686	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU22T	1			1	4	DUMMY	TEST	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU22T	50375686	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU22T	1			1	4		Final Test	EA	N	09/11/2012	MGRAY	0	X		5500085640	CPO1	650071				1				
35577D17-ZVYU23A	50375687	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU23A	1			1	4	ZVYACU	ASSEMBLY	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU23A	50375687	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU23A	1			1	4	DUMMY	ASSEMBLY	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU23A	50375687	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU23A	1			1	4		Assembly	EA	N	09/11/2012	MGRAY	0	X		5500094039	CPO1	650070				1				
35577D17-ZVYU23F	50375688	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU23F	1			1	4	FGF	FINISHING	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU23F	50375688	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU23F	1			1	4	DUMMY	FINISHING	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU23F	50375688	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC5-35577D17-ZVYU23F	1			1	4		Tape & Reel	EA	N	09/11/2012	MGRAY	0	X		5500078109	CPO1	650072				1				
35577D17-ZVYU23T	50375689	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU23T	1			1	4	ZVYT	UNIT BASED	EA	N	09/11/2012	MGRAY	0									1	UNIT			
35577D17-ZVYU23T	50375689	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU23T	1			1	4	DUMMY	TEST	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU23T	50375689	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC5-35577D17-ZVYU23T	1			1	4		Final Test	EA	N	09/11/2012	MGRAY	0	X		5500085641	CPO1	650071				1				
35577D17-ZVYU25A	50375690	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU25A	1			1	4	ZVYACU	ASSEMBLY	EA	N	09/11/2012	MGRAY	0									1				
35577D17-ZVYU25A	50375690	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC5-35577D17-ZVYU25A	1			1	4	DUMMY	ASSEMBLY	EA	N	09/11/2012	MGRAY	0									1				
